text,category,severity,urgency
Solid Waste (Garbage) Related - Garbage dump in Rajarajeshwari Nagar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in HSR Layout. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Padmanabha Nagar. Forwarded Task,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in HBR Layout. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Jakkur. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Yeshwanthpur. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Basavanagudi. Garbage clear only debris I informed engineering department,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
E khata / Khata services - Other Khata / ekhata issues in Hanumantha Nagar. 1st Assignment Based on Ward Mapping,E khata / Khata services,MEDIUM,NEUTRAL
Forest - obstructions Branches / Trees. in Kottigepalya. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Electrical - Street Light Not Working in Jakkur. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in Kodigehalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Horamavu. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Mahalakshmipuram. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Potholes in Rajarajeshwari Nagar. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Bagalagunte. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Jakkur. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in H.M.T. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Benniganahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Shettyhalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Health Dept - Air/Noise pollution in Jeevanbhima Nagar. 1st Assignment Based on Ward Mapping,Health Dept,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Benniganahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Stray dog related complaints in HAL Airport. 1st Assignment Based on Ward Mapping,veterinary,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Benniganahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - Removal of dead/fallen trees in Gayathri Nagar. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Electrical - Street Light Not Working in Jnanabharathi Ward. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Road Maintenance(Engg) - water stagnation in Sudam Nagar. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
veterinary - Stray/Rabid dog bite in Yadiyuru. 1st Assignment Based on Ward Mapping,veterinary,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Chamrajpet. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Konanakunte. Forwarded Task,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Kodigehalli. \N,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Thanisandra. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Basavanapura. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in J.P.Nagar. Forwarded Task,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Horamavu. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Giri Nagar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Garudacharpalya. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Lakkasandra. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Banaswadi. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - Removal of dead/fallen trees in Anjanapur. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Hombegowda Nagar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Potholes in Lingarajapuram. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
veterinary - Animal Cruelty/Ill-Treated / Abused in Nagarabhavi. 1st Assignment Based on Ward Mapping,veterinary,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Konanakunte. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
"Forest - obstructions Branches / Trees. in Konanakunte. Please submit application to BBMP, Forest Department",Forest,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Benniganahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Overhanging cables in Rajaji Nagar. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
Electrical - Street Light Not Working in Dodda Bidarkallu. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Complaint against SW collector/ SWM official for violation of SWM Rules in Someshwara. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Garudacharpalya. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Pattabhiram Nagar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Katriguppe. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Kempegowda Ward. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Thanisandra. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Vishwanathnagenahalli. Forwarded Task,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Marappana Palya. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Chalavadipalya. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Feeder Harassment by Association / Gated Community in Jakkur. 1st Assignment Based on Ward Mapping,veterinary,MEDIUM,NEUTRAL
Road Maintenance(Engg) - Debris Removal / Construction Material in Arakere. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),LOW,NEUTRAL
Forest - Removal of dead/fallen trees in HSR Layout. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
veterinary - Stray dog related complaints in Arakere. 1st Assignment Based on Ward Mapping,veterinary,MEDIUM,NEUTRAL
Forest - Removal of dead/fallen trees in HSR Layout. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Forest - obstructions Branches / Trees. in Giri Nagar. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Vignana Nagar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Jakkur. Resolved,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Sagayapuram. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Garudacharpalya. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
veterinary - shifting of the street dogs to other places in Devasandra. 1st Assignment Based on Ward Mapping,veterinary,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in HBR Layout. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Someshwara. This Complaint is Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Dodda Bidarkallu. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in Horamavu. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in Horamavu. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Shakthiganapathi Nagar. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage transfer not as per norms & area not kept clean in Horamavu. Forwarded Task,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage transfer not as per norms & area not kept clean in Benniganahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Vijanapura. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Forest - Removal of dead/fallen trees in Giri Nagar. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Horamavu. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Debris Removal / Construction Material in Byatarayanapura. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),LOW,NEUTRAL
E khata / Khata services - Technical Issue In Ekhata in Jakkur. 1st Assignment Based on Ward Mapping,E khata / Khata services,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Neelasandra. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Newthippasandra. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Nayandanahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Newthippasandra. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Shakambari Nagar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Jayangar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Ramamurthy Nagar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Benniganahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Uttarahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Stray dog related complaints in Sanjay Nagar. 1st Assignment Based on Ward Mapping,veterinary,MEDIUM,NEUTRAL
Forest - obstructions Branches / Trees. in Vasanth Nagar. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in Jayangar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - Removal of dead/fallen trees in Vannarpet. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Byrasandra. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Health Dept - Increase in mosquito density in Jnanabharathi Ward. Forwarded Task,Health Dept,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Thanisandra. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Yelachenahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
E khata / Khata services - eKhata - name Mismatch in Katriguppe. 1st Assignment Based on Ward Mapping,E khata / Khata services,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Hampi Nagar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - footpath encroachment in BTM Layout. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
Road Maintenance(Engg) - Potholes in Shakambari Nagar. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in Vignana Nagar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Someshwara. This Complaint is Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Jayanagar East. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Chalavadipalya. Forwarded Task,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Ullalu. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Storm Water Drain(SWD) - Sewerage water left in SWD in Kengeri. 1st Assignment Based on Ward Mapping,Storm  Water Drain(SWD),MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Byatarayanapura. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Someshwara. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Potholes in Shakambari Nagar. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Katriguppe. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Pattabhiram Nagar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - Removal of dead/fallen trees in Doddanekkundi. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Forest - Removal of dead/fallen trees in Koramangala. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Chikpete. This point cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Road side drains in Vasanthapura. .,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Adugodi. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
E khata / Khata services - Ekhata missing in online in Sarakki. 1st Assignment Based on Ward Mapping,E khata / Khata services,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in BTM Layout. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Storm Water Drain(SWD) - Sewerage water left in SWD in Doddanekkundi. 1st Assignment Based on Ward Mapping,Storm  Water Drain(SWD),MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Someshwara. This Complaint is Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Vasanthapura. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in BTM Layout. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Giri Nagar. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Potholes in Begur. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
Road Maintenance(Engg) - Road side drains in Koramangala. 1st Assignment Based on Ward Mapping,Road Maintenance(Engg),MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Vishwanathnagenahalli. 1st Assignment Based on Ward Mapping,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Stray/Rabid dog bite in Benniganahalli. 1st Assignment Based on Ward Mapping,veterinary,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage dump in Chokkasandra. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Chokkasandra. 1st Assignment Based on Ward Mapping,Electrical,HIGH,URGENT
Forest - obstructions Branches / Trees. in BTM Layout. 1st Assignment Based on Ward Mapping,Forest,MEDIUM,NEUTRAL
E khata / Khata services - ekhata approval pending with ARO in Jayangar. 1st Assignment Based on Ward Mapping,E khata / Khata services,MEDIUM,NEUTRAL
